# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "/data/yuyuan/rna_my/lettuce_v11/Lsat_Salinas_v11.genome.gtf" "-o" "4_quantification/gene_counts.txt" "3_bam/Bud_rep1.sorted.bam" "3_bam/Bud_rep2.sorted.bam" "3_bam/Bud_rep3.sorted.bam" "3_bam/cot_rep1.sorted.bam" "3_bam/cot_rep2.sorted.bam" "3_bam/cot_rep3.sorted.bam" "3_bam/F1_rep1.sorted.bam" "3_bam/F2_rep1.sorted.bam" "3_bam/L_rep1.sorted.bam" "3_bam/L_rep2.sorted.bam" "3_bam/L_rep3.sorted.bam" "3_bam/n_rep1.sorted.bam" "3_bam/n_rep2.sorted.bam" "3_bam/n_rep3.sorted.bam" "3_bam/O_rep1.sorted.bam" "3_bam/O_rep2.sorted.bam" "3_bam/O_rep3.sorted.bam" "3_bam/R_rep1.sorted.bam" "3_bam/R_rep2.sorted.bam" "3_bam/R_rep3.sorted.bam" "3_bam/S_rep1.sorted.bam" "3_bam/S_rep2.sorted.bam" "3_bam/S_rep3.sorted.bam" "3_bam/stem_rep1.sorted.bam" "3_bam/stem_rep2.sorted.bam" "3_bam/stem_rep3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	3_bam/Bud_rep1.sorted.bam	3_bam/Bud_rep2.sorted.bam	3_bam/Bud_rep3.sorted.bam	3_bam/cot_rep1.sorted.bam	3_bam/cot_rep2.sorted.bam	3_bam/cot_rep3.sorted.bam	3_bam/F1_rep1.sorted.bam	3_bam/F2_rep1.sorted.bam	3_bam/L_rep1.sorted.bam	3_bam/L_rep2.sorted.bam	3_bam/L_rep3.sorted.bam	3_bam/n_rep1.sorted.bam	3_bam/n_rep2.sorted.bam	3_bam/n_rep3.sorted.bam	3_bam/O_rep1.sorted.bam	3_bam/O_rep2.sorted.bam	3_bam/O_rep3.sorted.bam	3_bam/R_rep1.sorted.bam	3_bam/R_rep2.sorted.bam	3_bam/R_rep3.sorted.bam	3_bam/S_rep1.sorted.bam	3_bam/S_rep2.sorted.bam	3_bam/S_rep3.sorted.bam	3_bam/stem_rep1.sorted.bam	3_bam/stem_rep2.sorted.bam	3_bam/stem_rep3.sorted.bam
LOC111880616	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36679192;36679192;36682331;36682331;36682625;36682625;36682780;36682780;36682985;36683254;36683254;36683418;36683418;36683769;36683769	36679891;36679891;36682412;36682412;36682686;36682686;36682891;36682891;36683026;36683295;36683295;36683594;36683594;36683973;36683973	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1422	938	1171	741	0	0	0	3149	4867	0	0	0	6	2	4	0	0	0	6	2	2	0	4	0	0	0	0
LOC111880816	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36761085;36761666;36763998;36764328;36764542	36761475;36761912;36764231;36764458;36764845	-;-;-;-;-	1307	2452	1838	2243	20	120	105	20	23	336	86	167	150	130	128	329	454	516	4	4	2	285	187	296	96	67	8
LOC128127218	Lsat_v11_chr7;Lsat_v11_chr7	36853633;36853827	36853763;36854112	-;-	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880675	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	36991602;36992589;36993525;36994153;36994629;36994841;36995040;36995264;36995593;36995719;36996251;36996515;36996715;36996954;36997243;36997455;36997744	36991873;36992979;36993622;36994541;36994743;36994942;36995190;36995352;36995641;36995819;36996438;36996632;36996888;36997164;36997373;36997553;36998538	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3473	73	63	37	17	29	0	122	38	18	19	26	45	42	44	67	128	94	71	82	19	38	18	37	107	75	118
LOC111880809	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37003765;37004347;37004539;37004775;37004935;37005138	37004271;37004447;37004660;37004826;37005033;37005311	-;-;-;-;-;-	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128127219	Lsat_v11_chr7;Lsat_v11_chr7	37139057;37139605	37139508;37139731	-;-	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880811	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37226581;37227021;37227779;37228449;37230380;37231303;37231582;37232016;37232297	37226735;37227219;37227958;37228560;37230941;37231406;37231939;37232229;37233144	+;+;+;+;+;+;+;+;+	2732	401	368	333	1557	2129	1769	8247	7596	896	567	835	159	385	198	170	432	536	458	360	287	554	445	401	388	286	202
LOC111880859	Lsat_v11_chr7	37244700	37244806	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC122195021	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37248017;37248017;37248017;37248017;37248482;37248482;37248482;37248482;37248620;37248620;37248620;37248620;37248764;37248764;37248764;37248764;37249089;37249316;37249316;37249316;37249320;37249496;37249496;37249496;37249496;37249690;37249709;37249709;37249709	37248311;37248311;37248311;37248311;37248542;37248542;37248542;37248542;37248682;37248682;37248682;37248682;37249219;37249001;37249219;37249219;37249219;37249414;37249414;37249414;37249414;37249604;37249604;37249604;37249604;37250083;37250083;37250083;37250083	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880677	Lsat_v11_chr7	37296383	37296778	+	396	59	14	16	6	10	2	5627	7102	4	95	25	0	16	18	36	9	24	48	90	74	12	20	6	55	66	28
LOC111880618	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37329471;37329861;37330016;37330016;37330243;37330247;37330763;37330763;37330909;37330909;37331122;37331122;37331356;37331356;37331546;37331546;37331840;37331840;37332186;37332186;37332439;37332439;37332636;37332636;37333381;37333381	37329915;37329915;37330067;37330067;37330665;37330665;37330817;37330817;37331006;37331006;37331251;37331251;37331426;37331426;37331723;37331723;37332049;37332049;37332323;37332323;37332562;37332562;37332755;37332755;37333649;37333647	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2313	765	562	621	16	64	11	51	120	325	0	43	0	6	8	4	0	8	243	264	207	188	199	263	22	20	34
LOC111880635	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37338063;37338711;37338981;37339219;37339509;37339894;37340116;37340325;37340572;37340913;37341059;37341267;37341468;37341732	37338630;37338890;37339130;37339418;37339797;37340028;37340234;37340481;37340818;37340989;37341178;37341397;37341642;37342199	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3016	1895	1613	1487	654	863	777	1181	1063	1027	962	334	395	413	295	587	820	753	1549	1255	1590	957	1214	717	652	665	744
LOC111880706	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37344105;37344105;37344956;37344975;37345833;37345833;37346142;37346142;37346365;37346365	37344211;37344211;37345758;37345758;37345896;37345896;37346260;37346260;37346775;37346775	+;+;+;+;+;+;+;+;+;+	1504	1517	1647	1361	1056	1039	1212	1398	1767	685	1422	403	1267	823	884	1271	1664	1736	1140	1220	1098	1010	954	861	1270	1387	1052
LOC111880719	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37354752;37355474;37355713;37355955;37356102	37355105;37355639;37355838;37356020;37356313	+;+;+;+;+	924	180	186	183	0	0	0	8	6	19	0	2	0	0	0	0	0	0	8	1	4	112	111	79	140	52	94
LOC111880826	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37383548;37384646;37385339;37385678	37384128;37384970;37385586;37385990	-;-;-;-	1467	2	0	0	0	0	0	14	6	0	0	0	6	0	10	4	0	0	228	206	158	0	2	0	2	0	0
LOC122195145	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37433379;37433379;37433379;37433379;37434755;37439428;37441390;37443816	37434298;37434298;37434298;37434298;37437634;37439668;37441550;37443968	+;+;+;+;+;+;+;+	4355	22	21	9	22	42	30	16	15	0	2	0	0	2	0	46	0	0	2	0	4	2	8	4	15	4	10
LOC111880625	Lsat_v11_chr7;Lsat_v11_chr7	37522635;37523532	37523446;37523706	+;+	987	121	110	91	62	104	59	96	128	6	10	1	26	20	12	56	16	13	31	16	32	47	57	44	97	163	115
LOC128127047	Lsat_v11_chr7;Lsat_v11_chr7	37649474;37650071	37649990;37650583	+;+	1030	111	63	88	63	47	64	80	45	8	4	3	35	24	24	77	13	40	24	6	20	38	36	31	42	65	71
LOC111880750	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37797068;37798645;37799070;37799392	37797679;37798969;37799317;37799898	-;-;-;-	1692	0	0	0	32	75	65	0	0	0	0	0	0	0	0	0	0	0	14	10	38	0	0	5	0	0	0
LOC111880801	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37839461;37839843;37839996;37840162;37840313;37840623;37840813;37841050;37841976;37842657	37839758;37839917;37840085;37840224;37840510;37840724;37840958;37841119;37842098;37842814	-;-;-;-;-;-;-;-;-;-	1323	1740	1571	1677	759	810	808	1309	906	1422	1717	991	914	1070	933	1434	1489	1638	1442	1424	1378	1500	1638	1722	1404	1614	1623
LOC111880641	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37890070;37890072;37890749;37890749;37891758;37891758;37892382;37892382	37890290;37890290;37891383;37891383;37891865;37891855;37892699;37892699	+;+;+;+;+;+;+;+	1282	2484	1896	2136	2167	1887	1764	1754	1262	2120	1707	2425	2625	3153	2625	3075	2315	2273	4943	5458	3625	4014	4199	4470	2985	2693	2837
LOC111880726	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37893572;37894469;37894789	37893782;37894682;37894950	-;-;-	587	14	14	36	28	8	16	30	2	47	37	109	24	26	26	289	2	0	94	216	116	287	151	355	521	400	480
LOC111880695	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37909524;37909853;37909996;37910353	37909764;37909898;37910215;37910563	-;-;-;-	718	159	180	203	61	88	75	86	29	268	81	461	78	116	147	953	20	0	801	1532	1050	850	458	781	1679	1087	1314
LOC111880824	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37911053;37911053;37914565;37914863	37913087;37913340;37914778;37918855	+;+;+;+	6495	184	194	143	93	131	82	47	96	174	87	50	56	84	38	60	36	58	110	135	90	117	120	79	74	50	54
LOC128125853	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	37993841;37993841;37994236;37994236;37994352;37994366;37994540;37994540	37993997;37993997;37994282;37994282;37994398;37994398;37994724;37994724	-;-;-;-;-;-;-;-	436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880860	Lsat_v11_chr7	38108382	38108486	-	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880715	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38238214;38239097;38239585;38239929;38240088;38240560;38241061;38241260;38241414;38241698;38242472	38239000;38239312;38239740;38239986;38240405;38240799;38241159;38241292;38241599;38242352;38242648	+;+;+;+;+;+;+;+;+;+;+	2925	382	401	569	709	607	555	944	803	575	559	289	359	380	452	410	350	369	38	38	14	225	250	136	378	325	250
LOC111880716	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38242676;38243250;38243604;38243960;38244276;38245986	38243165;38243398;38243801;38244212;38245234;38246275	-;-;-;-;-;-	2339	1478	1613	1558	1058	1620	2260	1161	1323	1481	1685	1104	902	909	762	1126	2038	1632	1703	1491	2008	1639	1969	1773	1512	1374	1558
LOC111880839	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38286443;38287721;38287927;38288497;38288650;38288885;38289145;38289381;38289628;38289835;38290157;38291180;38291494	38287329;38287833;38288025;38288553;38288805;38288969;38289235;38289545;38289750;38290058;38291073;38291370;38291887	+;+;+;+;+;+;+;+;+;+;+;+;+	3502	4797	4791	5163	990	1826	2096	3469	2500	1676	835	570	992	841	863	1106	500	795	3588	3007	4065	4828	5695	4723	2884	2821	3204
LOC111880804	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38295175;38295624;38295796;38297011;38298096;38298728	38295528;38295705;38296228;38297583;38298264;38298935	-;-;-;-;-;-	1819	1817	1477	1556	690	1351	1457	363	320	811	626	421	573	457	443	221	231	241	517	481	624	420	437	469	370	551	590
LOC111893563	Lsat_v11_chr7;Lsat_v11_chr7	38317442;38317711	38317653;38318926	-;-	1428	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880685	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38342476;38342943;38343256;38343674;38343895;38344175;38344411;38344605;38344893;38345480	38342866;38343154;38343602;38343801;38344088;38344272;38344509;38344776;38344965;38345817	-;-;-;-;-;-;-;-;-;-	2052	1070	935	1083	603	507	343	641	405	1533	228	1696	2707	3085	3421	2013	577	487	120	149	111	558	515	338	319	221	191
LOC111880630	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38348082;38348525;38348798;38349052;38349747;38350187;38350626;38351803;38352040;38352269;38353295	38348381;38348713;38348901;38349664;38350115;38350348;38351312;38351880;38352111;38352467;38354134	-;-;-;-;-;-;-;-;-;-;-	3613	683	1008	826	558	825	778	639	709	574	573	445	472	421	467	453	638	635	370	258	393	219	279	173	153	203	181
LOC111880819	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38375987;38376426;38376609;38376830;38376998;38377142;38377330;38377625;38377843;38378011;38378179;38378609	38376347;38376526;38376750;38376918;38377070;38377238;38377544;38377728;38377915;38378037;38378290;38378830	-;-;-;-;-;-;-;-;-;-;-;-	1616	1029	705	867	166	216	114	163	141	516	246	103	104	75	66	205	362	319	456	575	436	438	398	446	236	255	170
LOC111880694	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38384088;38384088;38385265;38385265;38385535;38385535;38386419;38386717	38385036;38385036;38385369;38385369;38385776;38385776;38386497;38386889	-;-;-;-;-;-;-;-	1548	1030	980	936	462	592	433	1149	1149	1122	1353	1206	887	1053	691	907	1187	1153	1235	1258	769	1409	1271	1121	642	510	530
LOC111880703	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38388365;38388896;38389019;38389300;38389488;38389672;38389862;38390235;38390503;38390716;38390952;38391205;38391484	38388689;38388938;38389216;38389405;38389559;38389781;38390012;38390324;38390631;38390841;38391089;38391393;38391669	-;-;-;-;-;-;-;-;-;-;-;-;-	1863	2707	2611	3088	1720	2145	1725	1006	817	7408	1264	4384	4609	4666	4871	4758	2658	2199	625	491	453	1084	1093	913	1177	899	1003
LOC111880831	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38395575;38396580;38397066	38396221;38396645;38397357	-;-;-	1005	14	0	0	689	1420	3597	2	2	96	4073	326	0	32	2	164	491	843	153	105	302	182	107	6	0	0	0
LOC111880688	Lsat_v11_chr7	38428934	38431974	+	3041	700	874	756	216	404	327	292	344	235	252	114	269	293	261	215	205	286	478	399	339	365	408	349	362	344	322
LOC111880684	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38466645;38467829;38468430;38468590;38468756;38468958;38469262	38467480;38468340;38468509;38468655;38468845;38469134;38469707	+;+;+;+;+;+;+	2207	2136	2223	2422	961	1232	1000	4578	5156	1079	1437	803	2266	2336	2011	2599	1063	1100	2473	2390	2276	3783	3311	3167	8563	6066	7861
LOC111880742	Lsat_v11_chr7	38472752	38473762	+	1011	648	665	738	1139	591	779	491	377	939	136	432	1709	1527	1701	1335	474	683	32	5	18	529	585	179	636	624	691
LOC111880741	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38473995;38474259;38474439;38474600;38474748;38475106;38475318;38475527;38475704;38475917;38476423;38476587;38476790;38477065;38477447	38474176;38474334;38474513;38474656;38474864;38475231;38475437;38475616;38475829;38475970;38476503;38476694;38476861;38477127;38478294	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2195	6352	6460	6306	4138	5348	7284	7718	11596	2781	10177	2752	4154	4098	3301	5214	6937	11647	5017	4522	5037	6587	7716	7391	7087	7813	5919
LOC128127133	Lsat_v11_chr7;Lsat_v11_chr7	38506873;38507709	38507246;38508410	-;-	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128127126	Lsat_v11_chr7;Lsat_v11_chr7	38516868;38518485	38518405;38518824	+;+	1878	99	76	71	334	333	412	57	22	531	2749	1321	1968	2605	2684	2131	1298	2073	88	26	42	82	66	30	14	0	3
LOC111880691	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38548298;38549008;38549290;38549454;38549624;38549840;38550012;38550184	38548599;38549154;38549352;38549543;38549746;38549927;38550086;38550327	+;+;+;+;+;+;+;+	1032	1161	1086	1297	2441	2471	2428	1392	1197	1691	2202	2845	3735	4032	4081	3568	2743	2517	302	320	220	1065	846	795	1476	1346	1777
LOC111880692	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38550373;38550373;38550373;38551157;38551157;38551157	38550865;38550854;38550878;38551341;38551343;38551342	-;-;-;-;-;-	693	305	330	332	346	204	106	647	309	466	593	768	444	571	542	742	891	743	279	299	141	193	202	287	401	358	375
LOC111880751	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38613429;38613765;38613936;38614101;38614352;38614660;38614829	38613617;38613767;38614009;38614147;38614452;38614734;38615290	-;-;-;-;-;-;-	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880631	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38757414;38757415;38757415;38757769;38759675;38759675;38759675;38759877	38757664;38758986;38758986;38758986;38760050;38760050;38759788;38760050	+;+;+;+;+;+;+;+	1949	1610	1895	1742	1136	1588	1588	2065	2540	1193	803	717	1453	1164	1336	1474	1250	1426	884	816	1027	1081	1150	811	1172	1297	1031
LOC111880813	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38895176;38895176;38897382;38897382	38895425;38895428;38899204;38899205	-;-;-;-	2077	3687	3930	3564	2579	3358	2942	1545	2111	2187	1451	1441	2487	2331	2063	1842	1559	1656	1365	1396	1661	144	178	105	189	131	152
LOC111880752	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	38996181;38996596;38997158;38997830;38997957	38996260;38997075;38997367;38997896;38998018	+;+;+;+;+	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC111880856	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	39048060;39049743;39049904;39050278;39050544	39049619;39049834;39050037;39050451;39051112	-;-;-;-;-	2529	0	0	8	0	0	6	2	12	2	10	2	0	0	0	0	6	12	0	1	0	0	0	2	2	2	0
LOC111880855	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	39054982;39055984;39056724;39059118;39060945;39061106	39055787;39056580;39056831;39059453;39061015;39061391	-;-;-;-;-;-	2204	4531	6583	5267	224	308	757	21094	22089	1130	2189	727	8487	7852	7027	11471	11163	11657	3856	4618	4199	3542	3170	3206	7048	8432	6274
LOC128127220	Lsat_v11_chr7	39307994	39308491	+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128127221	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	39424730;39425463;39425963;39426248	39424883;39425858;39426154;39426324	-;-;-;-	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880749	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	39432240;39432870;39433883;39434606	39432436;39432938;39433965;39434918	+;+;+;+	662	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNAS-UGA_22	Lsat_v11_chr7	39438147	39438229	-	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880853	Lsat_v11_chr7	39464415	39465096	+	682	102	67	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	6	0	0
LOC128127487	Lsat_v11_chr7	39491625	39491730	+	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111880693	Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7;Lsat_v11_chr7	39496507;39497444;39497779;39498053;39498266;39498419;39499531;39500047;39500448;39500755;39501125;39501310;39501526;39501695;39502116;39502418;39502827	39496848;39497582;39497851;39498162;39498312;39498516;39499829;39500202;39500658;39500978;39501190;39501429;39501602;39501814;39502335;39502699;39503204	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2962	2028	2022	1691	545	730	925	623	624	1170	410	372	447	319	295	466	473	450	721	787	1146	1200	1397	1108	854	648	792
